location,location_abbreviation,year,week,epiweek,value
05,AR,2020,06,202006,0
06,CA,2020,06,202006,0
08,CO,2020,06,202006,0
09,CT,2020,06,202006,0
10,DE,2020,06,202006,0
11,DC,2020,06,202006,0
12,FL,2020,06,202006,0
13,GA,2020,06,202006,0
66,GU,2020,06,202006,0
15,HI,2020,06,202006,0
16,ID,2020,06,202006,0
17,IL,2020,06,202006,0
18,IN,2020,06,202006,0
19,IA,2020,06,202006,0
20,KS,2020,06,202006,0
21,KY,2020,06,202006,0
22,LA,2020,06,202006,0
23,ME,2020,06,202006,0
24,MD,2020,06,202006,0
25,MA,2020,06,202006,0
26,MI,2020,06,202006,0
27,MN,2020,06,202006,0
28,MS,2020,06,202006,0
29,MO,2020,06,202006,0
30,MT,2020,06,202006,0
31,NE,2020,06,202006,0
32,NV,2020,06,202006,0
33,NH,2020,06,202006,0
34,NJ,2020,06,202006,0
35,NM,2020,06,202006,0
36,NY,2020,06,202006,0
37,NC,2020,06,202006,0
38,ND,2020,06,202006,0
69,MP,2020,06,202006,0
39,OH,2020,06,202006,0
40,OK,2020,06,202006,0
41,OR,2020,06,202006,0
42,PA,2020,06,202006,0
72,PR,2020,06,202006,0
44,RI,2020,06,202006,0
45,SC,2020,06,202006,0
46,SD,2020,06,202006,0
47,TN,2020,06,202006,0
48,TX,2020,06,202006,0
49,UT,2020,06,202006,0
50,VT,2020,06,202006,0
78,VI,2020,06,202006,0
51,VA,2020,06,202006,0
53,WA,2020,06,202006,0
54,WV,2020,06,202006,0
55,WI,2020,06,202006,0
56,WY,2020,06,202006,0
01,AL,2020,07,202007,0
02,AK,2020,07,202007,0
04,AZ,2020,07,202007,0
05,AR,2020,07,202007,0
06,CA,2020,07,202007,0
08,CO,2020,07,202007,0
09,CT,2020,07,202007,0
10,DE,2020,07,202007,0
11,DC,2020,07,202007,0
12,FL,2020,07,202007,0
13,GA,2020,07,202007,0
66,GU,2020,07,202007,0
15,HI,2020,07,202007,0
16,ID,2020,07,202007,0
17,IL,2020,07,202007,0
18,IN,2020,07,202007,0
19,IA,2020,07,202007,0
20,KS,2020,07,202007,0
21,KY,2020,07,202007,0
22,LA,2020,07,202007,0
23,ME,2020,07,202007,0
24,MD,2020,07,202007,0
25,MA,2020,07,202007,0
26,MI,2020,07,202007,0
27,MN,2020,07,202007,0
28,MS,2020,07,202007,0
29,MO,2020,07,202007,0
30,MT,2020,07,202007,0
31,NE,2020,07,202007,0
32,NV,2020,07,202007,0
33,NH,2020,07,202007,0
34,NJ,2020,07,202007,0
35,NM,2020,07,202007,0
36,NY,2020,07,202007,0
37,NC,2020,07,202007,0
38,ND,2020,07,202007,0
69,MP,2020,07,202007,0
39,OH,2020,07,202007,0
40,OK,2020,07,202007,0
41,OR,2020,07,202007,0
42,PA,2020,07,202007,0
72,PR,2020,07,202007,0
44,RI,2020,07,202007,0
45,SC,2020,07,202007,0
46,SD,2020,07,202007,0
47,TN,2020,07,202007,0
48,TX,2020,07,202007,0
49,UT,2020,07,202007,0
50,VT,2020,07,202007,0
78,VI,2020,07,202007,0
51,VA,2020,07,202007,0
53,WA,2020,07,202007,0
54,WV,2020,07,202007,0
55,WI,2020,07,202007,0
56,WY,2020,07,202007,0
01,AL,2020,08,202008,0
02,AK,2020,08,202008,0
04,AZ,2020,08,202008,0
05,AR,2020,08,202008,0
06,CA,2020,08,202008,0
08,CO,2020,08,202008,0
09,CT,2020,08,202008,0
10,DE,2020,08,202008,0
11,DC,2020,08,202008,0
12,FL,2020,08,202008,0
13,GA,2020,08,202008,0
66,GU,2020,08,202008,0
15,HI,2020,08,202008,0
16,ID,2020,08,202008,0
17,IL,2020,08,202008,0
18,IN,2020,08,202008,0
19,IA,2020,08,202008,0
20,KS,2020,08,202008,0
21,KY,2020,08,202008,0
22,LA,2020,08,202008,0
23,ME,2020,08,202008,0
24,MD,2020,08,202008,0
25,MA,2020,08,202008,0
26,MI,2020,08,202008,0
27,MN,2020,08,202008,0
28,MS,2020,08,202008,0
29,MO,2020,08,202008,0
30,MT,2020,08,202008,0
31,NE,2020,08,202008,0
32,NV,2020,08,202008,0
33,NH,2020,08,202008,0
34,NJ,2020,08,202008,0
35,NM,2020,08,202008,0
36,NY,2020,08,202008,0
37,NC,2020,08,202008,0
38,ND,2020,08,202008,0
69,MP,2020,08,202008,0
39,OH,2020,08,202008,0
40,OK,2020,08,202008,0
41,OR,2020,08,202008,0
42,PA,2020,08,202008,0
72,PR,2020,08,202008,0
44,RI,2020,08,202008,0
45,SC,2020,08,202008,0
46,SD,2020,08,202008,0
47,TN,2020,08,202008,0
48,TX,2020,08,202008,0
49,UT,2020,08,202008,0
50,VT,2020,08,202008,0
78,VI,2020,08,202008,0
51,VA,2020,08,202008,0
53,WA,2020,08,202008,0
54,WV,2020,08,202008,0
55,WI,2020,08,202008,0
56,WY,2020,08,202008,0
01,AL,2020,09,202009,0
02,AK,2020,09,202009,0
04,AZ,2020,09,202009,0
05,AR,2020,09,202009,0
06,CA,2020,09,202009,0
08,CO,2020,09,202009,0
09,CT,2020,09,202009,0
10,DE,2020,09,202009,0
11,DC,2020,09,202009,0
12,FL,2020,09,202009,0
13,GA,2020,09,202009,0
66,GU,2020,09,202009,0
15,HI,2020,09,202009,0
16,ID,2020,09,202009,0
17,IL,2020,09,202009,0
18,IN,2020,09,202009,0
19,IA,2020,09,202009,0
20,KS,2020,09,202009,0
21,KY,2020,09,202009,0
22,LA,2020,09,202009,0
23,ME,2020,09,202009,0
24,MD,2020,09,202009,0
25,MA,2020,09,202009,0
26,MI,2020,09,202009,0
27,MN,2020,09,202009,0
28,MS,2020,09,202009,0
29,MO,2020,09,202009,0
30,MT,2020,09,202009,0
31,NE,2020,09,202009,0
32,NV,2020,09,202009,0
33,NH,2020,09,202009,0
34,NJ,2020,09,202009,0
35,NM,2020,09,202009,0
36,NY,2020,09,202009,0
37,NC,2020,09,202009,0
38,ND,2020,09,202009,0
69,MP,2020,09,202009,0
39,OH,2020,09,202009,0
40,OK,2020,09,202009,0
41,OR,2020,09,202009,0
42,PA,2020,09,202009,0
72,PR,2020,09,202009,0
44,RI,2020,09,202009,0
45,SC,2020,09,202009,0
46,SD,2020,09,202009,0
47,TN,2020,09,202009,0
48,TX,2020,09,202009,0
49,UT,2020,09,202009,0
50,VT,2020,09,202009,0
78,VI,2020,09,202009,0
51,VA,2020,09,202009,0
53,WA,2020,09,202009,1
54,WV,2020,09,202009,0
55,WI,2020,09,202009,0
56,WY,2020,09,202009,0
01,AL,2020,10,202010,0
02,AK,2020,10,202010,0
04,AZ,2020,10,202010,0
05,AR,2020,10,202010,0
06,CA,2020,10,202010,1
08,CO,2020,10,202010,0
09,CT,2020,10,202010,0
10,DE,2020,10,202010,0
11,DC,2020,10,202010,0
12,FL,2020,10,202010,0
13,GA,2020,10,202010,0
66,GU,2020,10,202010,0
15,HI,2020,10,202010,0
16,ID,2020,10,202010,0
17,IL,2020,10,202010,0
18,IN,2020,10,202010,0
19,IA,2020,10,202010,0
20,KS,2020,10,202010,0
21,KY,2020,10,202010,0
22,LA,2020,10,202010,0
23,ME,2020,10,202010,0
24,MD,2020,10,202010,0
25,MA,2020,10,202010,0
26,MI,2020,10,202010,0
27,MN,2020,10,202010,0
28,MS,2020,10,202010,0
29,MO,2020,10,202010,0
30,MT,2020,10,202010,0
31,NE,2020,10,202010,0
32,NV,2020,10,202010,0
33,NH,2020,10,202010,0
34,NJ,2020,10,202010,0
35,NM,2020,10,202010,0
36,NY,2020,10,202010,0
37,NC,2020,10,202010,0
38,ND,2020,10,202010,0
69,MP,2020,10,202010,0
39,OH,2020,10,202010,0
40,OK,2020,10,202010,0
41,OR,2020,10,202010,0
42,PA,2020,10,202010,0
72,PR,2020,10,202010,0
44,RI,2020,10,202010,0
45,SC,2020,10,202010,0
46,SD,2020,10,202010,0
47,TN,2020,10,202010,0
48,TX,2020,10,202010,0
49,UT,2020,10,202010,0
50,VT,2020,10,202010,0
78,VI,2020,10,202010,0
51,VA,2020,10,202010,0
53,WA,2020,10,202010,15
54,WV,2020,10,202010,0
55,WI,2020,10,202010,0
56,WY,2020,10,202010,0
01,AL,2020,11,202011,0
02,AK,2020,11,202011,0
04,AZ,2020,11,202011,0
05,AR,2020,11,202011,0
06,CA,2020,11,202011,2
08,CO,2020,11,202011,2
09,CT,2020,11,202011,0
10,DE,2020,11,202011,0
11,DC,2020,11,202011,0
12,FL,2020,11,202011,2
13,GA,2020,11,202011,1
66,GU,2020,11,202011,0
15,HI,2020,11,202011,0
16,ID,2020,11,202011,0
17,IL,2020,11,202011,0
18,IN,2020,11,202011,0
19,IA,2020,11,202011,0
20,KS,2020,11,202011,1
21,KY,2020,11,202011,0
22,LA,2020,11,202011,1
23,ME,2020,11,202011,0
24,MD,2020,11,202011,0
25,MA,2020,11,202011,0
26,MI,2020,11,202011,0
27,MN,2020,11,202011,0
28,MS,2020,11,202011,0
29,MO,2020,11,202011,0
30,MT,2020,11,202011,0
31,NE,2020,11,202011,0
32,NV,2020,11,202011,0
33,NH,2020,11,202011,0
34,NJ,2020,11,202011,1
35,NM,2020,11,202011,0
36,NY,2020,11,202011,6
37,NC,2020,11,202011,0
38,ND,2020,11,202011,0
69,MP,2020,11,202011,0
39,OH,2020,11,202011,0
40,OK,2020,11,202011,0
41,OR,2020,11,202011,0
42,PA,2020,11,202011,0
72,PR,2020,11,202011,0
44,RI,2020,11,202011,0
45,SC,2020,11,202011,0
46,SD,2020,11,202011,1
47,TN,2020,11,202011,0
48,TX,2020,11,202011,0
49,UT,2020,11,202011,0
50,VT,2020,11,202011,0
78,VI,2020,11,202011,0
51,VA,2020,11,202011,1
53,WA,2020,11,202011,23
54,WV,2020,11,202011,0
55,WI,2020,11,202011,0
56,WY,2020,11,202011,0
01,AL,2020,12,202012,0
02,AK,2020,12,202012,0
04,AZ,2020,12,202012,1
05,AR,2020,12,202012,0
06,CA,2020,12,202012,22
08,CO,2020,12,202012,4
09,CT,2020,12,202012,4
10,DE,2020,12,202012,0
11,DC,2020,12,202012,0
12,FL,2020,12,202012,11
13,GA,2020,12,202012,19
66,GU,2020,12,202012,0
15,HI,2020,12,202012,0
16,ID,2020,12,202012,0
17,IL,2020,12,202012,6
18,IN,2020,12,202012,4
19,IA,2020,12,202012,0
20,KS,2020,12,202012,1
21,KY,2020,12,202012,3
22,LA,2020,12,202012,19
23,ME,2020,12,202012,0
24,MD,2020,12,202012,2
25,MA,2020,12,202012,1
26,MI,2020,12,202012,3
27,MN,2020,12,202012,1
28,MS,2020,12,202012,1
29,MO,2020,12,202012,3
30,MT,2020,12,202012,0
31,NE,2020,12,202012,0
32,NV,2020,12,202012,2
33,NH,2020,12,202012,0
34,NJ,2020,12,202012,15
35,NM,2020,12,202012,0
36,NY,2020,12,202012,189
37,NC,2020,12,202012,0
38,ND,2020,12,202012,0
69,MP,2020,12,202012,0
39,OH,2020,12,202012,3
40,OK,2020,12,202012,1
41,OR,2020,12,202012,4
42,PA,2020,12,202012,2
72,PR,2020,12,202012,1
44,RI,2020,12,202012,0
45,SC,2020,12,202012,3
46,SD,2020,12,202012,0
47,TN,2020,12,202012,1
48,TX,2020,12,202012,5
49,UT,2020,12,202012,0
50,VT,2020,12,202012,2
78,VI,2020,12,202012,0
51,VA,2020,12,202012,2
53,WA,2020,12,202012,55
54,WV,2020,12,202012,0
55,WI,2020,12,202012,4
56,WY,2020,12,202012,0
01,AL,2020,13,202013,4
02,AK,2020,13,202013,2
04,AZ,2020,13,202013,14
05,AR,2020,13,202013,5
06,CA,2020,13,202013,85
08,CO,2020,13,202013,38
09,CT,2020,13,202013,29
10,DE,2020,13,202013,5
11,DC,2020,13,202013,4
12,FL,2020,13,202013,41
13,GA,2020,13,202013,49
66,GU,2020,13,202013,1
15,HI,2020,13,202013,0
16,ID,2020,13,202013,4
17,IL,2020,13,202013,41
18,IN,2020,13,202013,27
19,IA,2020,13,202013,3
20,KS,2020,13,202013,2
21,KY,2020,13,202013,6
22,LA,2020,13,202013,117
23,ME,2020,13,202013,1
24,MD,2020,13,202013,3
25,MA,2020,13,202013,43
26,MI,2020,13,202013,108
27,MN,2020,13,202013,4
28,MS,2020,13,202013,12
29,MO,2020,13,202013,7
30,MT,2020,13,202013,1
31,NE,2020,13,202013,2
32,NV,2020,13,202013,8
33,NH,2020,13,202013,2
34,NJ,2020,13,202013,124
35,NM,2020,13,202013,1
36,NY,2020,13,202013,1393
37,NC,2020,13,202013,5
38,ND,2020,13,202013,1
69,MP,2020,13,202013,0
39,OH,2020,13,202013,22
40,OK,2020,13,202013,14
41,OR,2020,13,202013,9
42,PA,2020,13,202013,32
72,PR,2020,13,202013,2
44,RI,2020,13,202013,2
45,SC,2020,13,202013,12
46,SD,2020,13,202013,0
47,TN,2020,13,202013,6
48,TX,2020,13,202013,25
49,UT,2020,13,202013,1
50,VT,2020,13,202013,10
78,VI,2020,13,202013,0
51,VA,2020,13,202013,10
53,WA,2020,13,202013,94
54,WV,2020,13,202013,0
55,WI,2020,13,202013,13
56,WY,2020,13,202013,0
01,AL,2020,14,202014,40
02,AK,2020,14,202014,3
04,AZ,2020,14,202014,37
05,AR,2020,14,202014,9
06,CA,2020,14,202014,179
08,CO,2020,14,202014,82
09,CT,2020,14,202014,132
10,DE,2020,14,202014,9
11,DC,2020,14,202014,17
12,FL,2020,14,202014,141
13,GA,2020,14,202014,132
66,GU,2020,14,202014,3
15,HI,2020,14,202014,3
16,ID,2020,14,202014,6
17,IL,2020,14,202014,197
18,IN,2020,14,202014,85
19,IA,2020,14,202014,11
20,KS,2020,14,202014,17
21,KY,2020,14,202014,31
22,LA,2020,14,202014,272
23,ME,2020,14,202014,9
24,MD,2020,14,202014,49
25,MA,2020,14,202014,172
26,MI,2020,14,202014,429
27,MN,2020,14,202014,19
28,MS,2020,14,202014,22
29,MO,2020,14,202014,23
30,MT,2020,14,202014,5
31,NE,2020,14,202014,4
32,NV,2020,14,202014,36
33,NH,2020,14,202014,5
34,NJ,2020,14,202014,706
35,NM,2020,14,202014,10
36,NY,2020,14,202014,4403
37,NC,2020,14,202014,29
38,ND,2020,14,202014,2
69,MP,2020,14,202014,1
39,OH,2020,14,202014,77
40,OK,2020,14,202014,27
41,OR,2020,14,202014,9
42,PA,2020,14,202014,102
72,PR,2020,14,202014,15
44,RI,2020,14,202014,15
45,SC,2020,14,202014,25
46,SD,2020,14,202014,1
47,TN,2020,14,202014,43
48,TX,2020,14,202014,86
49,UT,2020,14,202014,7
50,VT,2020,14,202014,8
78,VI,2020,14,202014,0
51,VA,2020,14,202014,39
53,WA,2020,14,202014,127
54,WV,2020,14,202014,2
55,WI,2020,14,202014,37
56,WY,2020,14,202014,0
01,AL,2020,15,202015,48
02,AK,2020,15,202015,3
04,AZ,2020,15,202015,65
05,AR,2020,15,202015,11
06,CA,2020,15,202015,315
08,CO,2020,15,202015,148
09,CT,2020,15,202015,329
10,DE,2020,15,202015,19
11,DC,2020,15,202015,26
12,FL,2020,15,202015,243
13,GA,2020,15,202015,228
66,GU,2020,15,202015,1
15,HI,2020,15,202015,5
16,ID,2020,15,202015,15
17,IL,2020,15,202015,433
18,IN,2020,15,202015,214
19,IA,2020,15,202015,20
20,KS,2020,15,202015,34
21,KY,2020,15,202015,50
22,LA,2020,15,202015,397
23,ME,2020,15,202015,9
24,MD,2020,15,202015,152
25,MA,2020,15,202015,470
26,MI,2020,15,202015,844
27,MN,2020,15,202015,40
28,MS,2020,15,202015,58
29,MO,2020,15,202015,83
30,MT,2020,15,202015,0
31,NE,2020,15,202015,11
32,NV,2020,15,202015,56
33,NH,2020,15,202015,15
34,NJ,2020,15,202015,1337
35,NM,2020,15,202015,8
36,NY,2020,15,202015,6507
37,NC,2020,15,202015,55
38,ND,2020,15,202015,4
69,MP,2020,15,202015,1
39,OH,2020,15,202015,145
40,OK,2020,15,202015,52
41,OR,2020,15,202015,26
42,PA,2020,15,202015,367
72,PR,2020,15,202015,24
44,RI,2020,15,202015,39
45,SC,2020,15,202015,40
46,SD,2020,15,202015,4
47,TN,2020,15,202015,56
48,TX,2020,15,202015,150
49,UT,2020,15,202015,10
50,VT,2020,15,202015,5
78,VI,2020,15,202015,1
51,VA,2020,15,202015,78
53,WA,2020,15,202015,180
54,WV,2020,15,202015,3
55,WI,2020,15,202015,83
56,WY,2020,15,202015,0
01,AL,2020,16,202016,61
02,AK,2020,16,202016,1
04,AZ,2020,16,202016,63
05,AR,2020,16,202016,13
06,CA,2020,16,202016,536
08,CO,2020,16,202016,137
09,CT,2020,16,202016,592
10,DE,2020,16,202016,34
11,DC,2020,16,202016,44
12,FL,2020,16,202016,310
13,GA,2020,16,202016,244
66,GU,2020,16,202016,0
15,HI,2020,16,202016,1
16,ID,2020,16,202016,18
17,IL,2020,16,202016,582
18,IN,2020,16,202016,215
19,IA,2020,16,202016,40
20,KS,2020,16,202016,30
21,KY,2020,16,202016,54
22,LA,2020,16,202016,461
23,ME,2020,16,202016,13
24,MD,2020,16,202016,215
25,MA,2020,16,202016,718
26,MI,2020,16,202016,924
27,MN,2020,16,202016,57
28,MS,2020,16,202016,59
29,MO,2020,16,202016,81
30,MT,2020,16,202016,4
31,NE,2020,16,202016,7
32,NV,2020,16,202016,49
33,NH,2020,16,202016,16
34,NJ,2020,16,202016,1887
35,NM,2020,16,202016,34
36,NY,2020,16,202016,6262
37,NC,2020,16,202016,98
38,ND,2020,16,202016,2
69,MP,2020,16,202016,0
39,OH,2020,16,202016,204
40,OK,2020,16,202016,42
41,OR,2020,16,202016,24
42,PA,2020,16,202016,539
72,PR,2020,16,202016,18
44,RI,2020,16,202016,81
45,SC,2020,16,202016,39
46,SD,2020,16,202016,1
47,TN,2020,16,202016,36
48,TX,2020,16,202016,210
49,UT,2020,16,202016,7
50,VT,2020,16,202016,13
78,VI,2020,16,202016,2
51,VA,2020,16,202016,128
53,WA,2020,16,202016,118
54,WV,2020,16,202016,11
55,WI,2020,16,202016,75
56,WY,2020,16,202016,2
01,AL,2020,17,202017,56
02,AK,2020,17,202017,0
04,AZ,2020,17,202017,93
05,AR,2020,17,202017,10
06,CA,2020,17,202017,549
08,CO,2020,17,202017,273
09,CT,2020,17,202017,779
10,DE,2020,17,202017,45
11,DC,2020,17,202017,74
12,FL,2020,17,202017,307
13,GA,2020,17,202017,234
66,GU,2020,17,202017,0
15,HI,2020,17,202017,4
16,ID,2020,17,202017,13
17,IL,2020,17,202017,616
18,IN,2020,17,202017,241
19,IA,2020,17,202017,38
20,KS,2020,17,202017,35
21,KY,2020,17,202017,61
22,LA,2020,17,202017,440
23,ME,2020,17,202017,15
24,MD,2020,17,202017,454
25,MA,2020,17,202017,1326
26,MI,2020,17,202017,847
27,MN,2020,17,202017,123
28,MS,2020,17,202017,69
29,MO,2020,17,202017,84
30,MT,2020,17,202017,4
31,NE,2020,17,202017,26
32,NV,2020,17,202017,54
33,NH,2020,17,202017,15
34,NJ,2020,17,202017,1844
35,NM,2020,17,202017,40
36,NY,2020,17,202017,3249
37,NC,2020,17,202017,118
38,ND,2020,17,202017,7
69,MP,2020,17,202017,0
39,OH,2020,17,202017,260
40,OK,2020,17,202017,58
41,OR,2020,17,202017,15
42,PA,2020,17,202017,751
72,PR,2020,17,202017,23
44,RI,2020,17,202017,78
45,SC,2020,17,202017,47
46,SD,2020,17,202017,3
47,TN,2020,17,202017,35
48,TX,2020,17,202017,162
49,UT,2020,17,202017,16
50,VT,2020,17,202017,8
78,VI,2020,17,202017,0
51,VA,2020,17,202017,179
53,WA,2020,17,202017,124
54,WV,2020,17,202017,16
55,WI,2020,17,202017,54
56,WY,2020,17,202017,5
01,AL,2020,18,202018,79
02,AK,2020,18,202018,0
04,AZ,2020,18,202018,57
05,AR,2020,18,202018,24
06,CA,2020,18,202018,491
08,CO,2020,18,202018,148
09,CT,2020,18,202018,571
10,DE,2020,18,202018,56
11,DC,2020,18,202018,75
12,FL,2020,18,202018,309
13,GA,2020,18,202018,270
66,GU,2020,18,202018,0
15,HI,2020,18,202018,3
16,ID,2020,18,202018,8
17,IL,2020,18,202018,684
18,IN,2020,18,202018,329
19,IA,2020,18,202018,63
20,KS,2020,18,202018,22
21,KY,2020,18,202018,43
22,LA,2020,18,202018,286
23,ME,2020,18,202018,9
24,MD,2020,18,202018,376
25,MA,2020,18,202018,1116
26,MI,2020,18,202018,866
27,MN,2020,18,202018,150
28,MS,2020,18,202018,70
29,MO,2020,18,202018,95
30,MT,2020,18,202018,2
31,NE,2020,18,202018,23
32,NV,2020,18,202018,50
33,NH,2020,18,202018,31
34,NJ,2020,18,202018,1828
35,NM,2020,18,202018,45
36,NY,2020,18,202018,2189
37,NC,2020,18,202018,126
38,ND,2020,18,202018,8
69,MP,2020,18,202018,0
39,OH,2020,18,202018,311
40,OK,2020,18,202018,44
41,OR,2020,18,202018,22
42,PA,2020,18,202018,902
72,PR,2020,18,202018,12
44,RI,2020,18,202018,81
45,SC,2020,18,202018,101
46,SD,2020,18,202018,11
47,TN,2020,18,202018,32
48,TX,2020,18,202018,225
49,UT,2020,18,202018,8
50,VT,2020,18,202018,5
78,VI,2020,18,202018,1
51,VA,2020,18,202018,180
53,WA,2020,18,202018,93
54,WV,2020,18,202018,16
55,WI,2020,18,202018,68
56,WY,2020,18,202018,0
01,AL,2020,19,202019,102
02,AK,2020,19,202019,1
04,AZ,2020,19,202019,202
05,AR,2020,19,202019,16
06,CA,2020,19,202019,507
08,CO,2020,19,202019,135
09,CT,2020,19,202019,496
10,DE,2020,19,202019,53
11,DC,2020,19,202019,71
12,FL,2020,19,202019,351
13,GA,2020,19,202019,226
66,GU,2020,19,202019,0
15,HI,2020,19,202019,1
16,ID,2020,19,202019,3
17,IL,2020,19,202019,790
18,IN,2020,19,202019,375
19,IA,2020,19,202019,77
20,KS,2020,19,202019,32
21,KY,2020,19,202019,56
22,LA,2020,19,202019,274
23,ME,2020,19,202019,8
24,MD,2020,19,202019,363
25,MA,2020,19,202019,994
26,MI,2020,19,202019,509
27,MN,2020,19,202019,164
28,MS,2020,19,202019,130
29,MO,2020,19,202019,118
30,MT,2020,19,202019,0
31,NE,2020,19,202019,17
32,NV,2020,19,202019,58
33,NH,2020,19,202019,47
34,NJ,2020,19,202019,1374
35,NM,2020,19,202019,53
36,NY,2020,19,202019,2414
37,NC,2020,19,202019,120
38,ND,2020,19,202019,11
69,MP,2020,19,202019,0
39,OH,2020,19,202019,309
40,OK,2020,19,202019,32
41,OR,2020,19,202019,18
42,PA,2020,19,202019,1084
72,PR,2020,19,202019,13
44,RI,2020,19,202019,122
45,SC,2020,19,202019,63
46,SD,2020,19,202019,13
47,TN,2020,19,202019,33
48,TX,2020,19,202019,203
49,UT,2020,19,202019,17
50,VT,2020,19,202019,2
78,VI,2020,19,202019,0
51,VA,2020,19,202019,210
53,WA,2020,19,202019,91
54,WV,2020,19,202019,4
55,WI,2020,19,202019,64
56,WY,2020,19,202019,0
01,AL,2020,20,202020,95
02,AK,2020,20,202020,0
04,AZ,2020,20,202020,147
05,AR,2020,20,202020,10
06,CA,2020,20,202020,521
08,CO,2020,20,202020,225
09,CT,2020,20,202020,407
10,DE,2020,20,202020,65
11,DC,2020,20,202020,64
12,FL,2020,20,202020,249
13,GA,2020,20,202020,195
66,GU,2020,20,202020,0
15,HI,2020,20,202020,0
16,ID,2020,20,202020,6
17,IL,2020,20,202020,780
18,IN,2020,20,202020,251
19,IA,2020,20,202020,94
20,KS,2020,20,202020,21
21,KY,2020,20,202020,30
22,LA,2020,20,202020,212
23,ME,2020,20,202020,6
24,MD,2020,20,202020,343
25,MA,2020,20,202020,865
26,MI,2020,20,202020,351
27,MN,2020,20,202020,151
28,MS,2020,20,202020,89
29,MO,2020,20,202020,100
30,MT,2020,20,202020,0
31,NE,2020,20,202020,33
32,NV,2020,20,202020,34
33,NH,2020,20,202020,40
34,NJ,2020,20,202020,1145
35,NM,2020,20,202020,68
36,NY,2020,20,202020,1437
37,NC,2020,20,202020,125
38,ND,2020,20,202020,7
69,MP,2020,20,202020,0
39,OH,2020,20,202020,279
40,OK,2020,20,202020,18
41,OR,2020,20,202020,10
42,PA,2020,20,202020,701
72,PR,2020,20,202020,14
44,RI,2020,20,202020,71
45,SC,2020,20,202020,50
46,SD,2020,20,202020,10
47,TN,2020,20,202020,53
48,TX,2020,20,202020,252
