location,location_name,model,mean ahead,past mean,SD,cutoff,reason excluded
21,Kentucky,LANL-GrowthRate,159,260,40.6,97.9,eligible
21,Kentucky,MOBS-GLEAM_COVID,247,260,40.6,97.9,eligible
21,Kentucky,USC-SI_kJalpha,245,260,40.6,97.9,eligible
22,Louisiana,Covid19Sim-Simulator,174,110,24.7,11.5,eligible
22,Louisiana,CU-select,115,110,24.7,11.5,eligible
22,Louisiana,Google_Harvard-CPF,27,110,24.7,11.5,eligible
22,Louisiana,GT-DeepCOVID,116,110,24.7,11.5,eligible
22,Louisiana,IHME-CurveFit,46,110,24.7,11.5,eligible
22,Louisiana,JHU_IDD-CovidSP,85,110,24.7,11.5,eligible
22,Louisiana,JHUAPL-Bucky,103,110,24.7,11.5,eligible
22,Louisiana,JHUAPL-Gecko,64,110,24.7,11.5,eligible
22,Louisiana,Karlen-pypm,84,110,24.7,11.5,eligible
22,Louisiana,LANL-GrowthRate,71,110,24.7,11.5,eligible
22,Louisiana,MOBS-GLEAM_COVID,101,110,24.7,11.5,eligible
22,Louisiana,USC-SI_kJalpha,103,110,24.7,11.5,eligible
23,Maine,Covid19Sim-Simulator,19,11,3.7,-3.7,eligible
23,Maine,CU-select,9,11,3.7,-3.7,eligible
23,Maine,Google_Harvard-CPF,11,11,3.7,-3.7,eligible
23,Maine,GT-DeepCOVID,15,11,3.7,-3.7,eligible
23,Maine,IHME-CurveFit,4,11,3.7,-3.7,eligible
23,Maine,JHUAPL-Bucky,10,11,3.7,-3.7,eligible
23,Maine,JHUAPL-Gecko,9,11,3.7,-3.7,eligible
23,Maine,Karlen-pypm,6,11,3.7,-3.7,eligible
23,Maine,LANL-GrowthRate,6,11,3.7,-3.7,eligible
23,Maine,MOBS-GLEAM_COVID,11,11,3.7,-3.7,eligible
23,Maine,USC-SI_kJalpha,7,11,3.7,-3.7,eligible
24,Maryland,Covid19Sim-Simulator,197,127,29.4,9,eligible
24,Maryland,CU-select,127,127,29.4,9,eligible
24,Maryland,Google_Harvard-CPF,95,127,29.4,9,eligible
24,Maryland,GT-DeepCOVID,142,127,29.4,9,eligible
24,Maryland,IHME-CurveFit,58,127,29.4,9,eligible
24,Maryland,JHU_IDD-CovidSP,97,127,29.4,9,eligible
24,Maryland,JHUAPL-Bucky,92,127,29.4,9,eligible
24,Maryland,JHUAPL-Gecko,74,127,29.4,9,eligible
24,Maryland,Karlen-pypm,93,127,29.4,9,eligible
24,Maryland,LANL-GrowthRate,84,127,29.4,9,eligible
24,Maryland,MOBS-GLEAM_COVID,153,127,29.4,9,eligible
24,Maryland,USC-SI_kJalpha,109,127,29.4,9,eligible
25,Massachusetts,Covid19Sim-Simulator,172,139,25.7,36.1,eligible
25,Massachusetts,CU-select,139,139,25.7,36.1,eligible
25,Massachusetts,Google_Harvard-CPF,44,139,25.7,36.1,eligible
25,Massachusetts,IHME-CurveFit,50,139,25.7,36.1,eligible
25,Massachusetts,JHU_IDD-CovidSP,97,139,25.7,36.1,eligible
25,Massachusetts,JHUAPL-Bucky,99,139,25.7,36.1,eligible
25,Massachusetts,JHUAPL-Gecko,79,139,25.7,36.1,eligible
25,Massachusetts,Karlen-pypm,99,139,25.7,36.1,eligible
25,Massachusetts,LANL-GrowthRate,82,139,25.7,36.1,eligible
25,Massachusetts,MOBS-GLEAM_COVID,175,139,25.7,36.1,eligible
25,Massachusetts,USC-SI_kJalpha,120,139,25.7,36.1,eligible
26,Michigan,Covid19Sim-Simulator,173,110,28.4,-3.3,eligible
26,Michigan,CU-select,119,110,28.4,-3.3,eligible
26,Michigan,Google_Harvard-CPF,39,110,28.4,-3.3,eligible
26,Michigan,GT-DeepCOVID,135,110,28.4,-3.3,eligible
26,Michigan,IHME-CurveFit,72,110,28.4,-3.3,eligible
26,Michigan,JHU_IDD-CovidSP,149,110,28.4,-3.3,eligible
26,Michigan,JHUAPL-Bucky,98,110,28.4,-3.3,eligible
26,Michigan,JHUAPL-Gecko,60,110,28.4,-3.3,eligible
26,Michigan,Karlen-pypm,90,110,28.4,-3.3,eligible
26,Michigan,LANL-GrowthRate,78,110,28.4,-3.3,eligible
26,Michigan,MOBS-GLEAM_COVID,95,110,28.4,-3.3,eligible
26,Michigan,USC-SI_kJalpha,98,110,28.4,-3.3,eligible
27,Minnesota,Covid19Sim-Simulator,55,50,7.6,19.5,eligible
27,Minnesota,CU-select,45,50,7.6,19.5,eligible
27,Minnesota,GT-DeepCOVID,56,50,7.6,19.5,eligible
27,Minnesota,JHU_IDD-CovidSP,74,50,7.6,19.5,eligible
27,Minnesota,JHUAPL-Bucky,40,50,7.6,19.5,eligible
27,Minnesota,JHUAPL-Gecko,40,50,7.6,19.5,eligible
27,Minnesota,Karlen-pypm,38,50,7.6,19.5,eligible
27,Minnesota,LANL-GrowthRate,32,50,7.6,19.5,eligible
27,Minnesota,MOBS-GLEAM_COVID,38,50,7.6,19.5,eligible
27,Minnesota,USC-SI_kJalpha,45,50,7.6,19.5,eligible
28,Mississippi,CU-select,58,58,13.6,3.4,eligible
28,Mississippi,Google_Harvard-CPF,22,58,13.6,3.4,eligible
28,Mississippi,GT-DeepCOVID,63,58,13.6,3.4,eligible
28,Mississippi,IHME-CurveFit,40,58,13.6,3.4,eligible
28,Mississippi,JHU_IDD-CovidSP,55,58,13.6,3.4,eligible
28,Mississippi,JHUAPL-Bucky,44,58,13.6,3.4,eligible
28,Mississippi,JHUAPL-Gecko,36,58,13.6,3.4,eligible
28,Mississippi,Karlen-pypm,41,58,13.6,3.4,eligible
28,Mississippi,LANL-GrowthRate,33,58,13.6,3.4,eligible
28,Mississippi,MOBS-GLEAM_COVID,80,58,13.6,3.4,eligible
28,Mississippi,USC-SI_kJalpha,48,58,13.6,3.4,eligible
29,Missouri,CU-select,107,110,22.6,19.3,eligible
29,Missouri,Google_Harvard-CPF,39,110,22.6,19.3,eligible
29,Missouri,GT-DeepCOVID,140,110,22.6,19.3,eligible
29,Missouri,IHME-CurveFit,60,110,22.6,19.3,eligible
29,Missouri,JHU_IDD-CovidSP,87,110,22.6,19.3,eligible
29,Missouri,JHUAPL-Bucky,97,110,22.6,19.3,eligible
29,Missouri,JHUAPL-Gecko,68,110,22.6,19.3,eligible
29,Missouri,Karlen-pypm,72,110,22.6,19.3,eligible
29,Missouri,LANL-GrowthRate,57,110,22.6,19.3,eligible
29,Missouri,MOBS-GLEAM_COVID,127,110,22.6,19.3,eligible
29,Missouri,USC-SI_kJalpha,82,110,22.6,19.3,eligible
30,Montana,Covid19Sim-Simulator,14,16,7.1,-12.2,eligible
30,Montana,CU-select,18,16,7.1,-12.2,eligible
30,Montana,Google_Harvard-CPF,5,16,7.1,-12.2,eligible
30,Montana,GT-DeepCOVID,19,16,7.1,-12.2,eligible
30,Montana,IHME-CurveFit,7,16,7.1,-12.2,eligible
30,Montana,JHU_IDD-CovidSP,15,16,7.1,-12.2,eligible
30,Montana,JHUAPL-Bucky,16,16,7.1,-12.2,eligible
30,Montana,JHUAPL-Gecko,7,16,7.1,-12.2,eligible
30,Montana,Karlen-pypm,14,16,7.1,-12.2,eligible
30,Montana,LANL-GrowthRate,11,16,7.1,-12.2,eligible
30,Montana,MOBS-GLEAM_COVID,19,16,7.1,-12.2,eligible
30,Montana,USC-SI_kJalpha,17,16,7.1,-12.2,eligible
31,Nebraska,CU-select,16,18,6.9,-9.9,eligible
31,Nebraska,Google_Harvard-CPF,18,18,6.9,-9.9,eligible
31,Nebraska,GT-DeepCOVID,19,18,6.9,-9.9,eligible
31,Nebraska,IHME-CurveFit,15,18,6.9,-9.9,eligible
31,Nebraska,JHU_IDD-CovidSP,28,18,6.9,-9.9,eligible
31,Nebraska,JHUAPL-Bucky,18,18,6.9,-9.9,eligible
31,Nebraska,JHUAPL-Gecko,5,18,6.9,-9.9,eligible
31,Nebraska,Karlen-pypm,15,18,6.9,-9.9,eligible
31,Nebraska,LANL-GrowthRate,10,18,6.9,-9.9,eligible
31,Nebraska,MOBS-GLEAM_COVID,20,18,6.9,-9.9,eligible
31,Nebraska,USC-SI_kJalpha,17,18,6.9,-9.9,eligible
32,Nevada,Covid19Sim-Simulator,155,82,18.7,7,eligible
32,Nevada,CU-select,72,82,18.7,7,eligible
32,Nevada,Google_Harvard-CPF,19,82,18.7,7,eligible
32,Nevada,GT-DeepCOVID,69,82,18.7,7,eligible
32,Nevada,IHME-CurveFit,74,82,18.7,7,eligible
32,Nevada,JHU_IDD-CovidSP,29,82,18.7,7,eligible
32,Nevada,JHUAPL-Bucky,80,82,18.7,7,eligible
32,Nevada,JHUAPL-Gecko,53,82,18.7,7,eligible
32,Nevada,Karlen-pypm,51,82,18.7,7,eligible
32,Nevada,LANL-GrowthRate,43,82,18.7,7,eligible
32,Nevada,MOBS-GLEAM_COVID,59,82,18.7,7,eligible
32,Nevada,USC-SI_kJalpha,69,82,18.7,7,eligible
33,New Hampshire,Covid19Sim-Simulator,27,15,5.3,-6.5,eligible
33,New Hampshire,CU-select,14,15,5.3,-6.5,eligible
33,New Hampshire,Google_Harvard-CPF,4,15,5.3,-6.5,eligible
33,New Hampshire,GT-DeepCOVID,21,15,5.3,-6.5,eligible
33,New Hampshire,IHME-CurveFit,4,15,5.3,-6.5,eligible
33,New Hampshire,JHU_IDD-CovidSP,29,15,5.3,-6.5,eligible
33,New Hampshire,JHUAPL-Bucky,12,15,5.3,-6.5,eligible
33,New Hampshire,JHUAPL-Gecko,10,15,5.3,-6.5,eligible
33,New Hampshire,Karlen-pypm,10,15,5.3,-6.5,eligible
33,New Hampshire,LANL-GrowthRate,10,15,5.3,-6.5,eligible
33,New Hampshire,MOBS-GLEAM_COVID,20,15,5.3,-6.5,eligible
33,New Hampshire,USC-SI_kJalpha,13,15,5.3,-6.5,eligible
34,New Jersey,Covid19Sim-Simulator,334,264,49.3,66.4,eligible
34,New Jersey,CU-select,267,264,49.3,66.4,eligible
34,New Jersey,Google_Harvard-CPF,172,264,49.3,66.4,eligible
34,New Jersey,IHME-CurveFit,136,264,49.3,66.4,eligible
34,New Jersey,JHU_IDD-CovidSP,184,264,49.3,66.4,eligible
34,New Jersey,JHUAPL-Bucky,195,264,49.3,66.4,eligible
34,New Jersey,JHUAPL-Gecko,187,264,49.3,66.4,eligible
34,New Jersey,Karlen-pypm,223,264,49.3,66.4,eligible
34,New Jersey,LANL-GrowthRate,192,264,49.3,66.4,eligible
34,New Jersey,MOBS-GLEAM_COVID,243,264,49.3,66.4,eligible
34,New Jersey,USC-SI_kJalpha,249,264,49.3,66.4,eligible
35,New Mexico,Covid19Sim-Simulator,63,38,13.9,-17.7,eligible
35,New Mexico,CU-select,51,38,13.9,-17.7,eligible
35,New Mexico,Google_Harvard-CPF,19,38,13.9,-17.7,eligible
35,New Mexico,GT-DeepCOVID,30,38,13.9,-17.7,eligible
35,New Mexico,IHME-CurveFit,39,38,13.9,-17.7,eligible
35,New Mexico,JHU_IDD-CovidSP,27,38,13.9,-17.7,eligible
35,New Mexico,JHUAPL-Bucky,36,38,13.9,-17.7,eligible
35,New Mexico,JHUAPL-Gecko,9,38,13.9,-17.7,eligible
35,New Mexico,Karlen-pypm,33,38,13.9,-17.7,eligible
35,New Mexico,LANL-GrowthRate,28,38,13.9,-17.7,eligible
35,New Mexico,MOBS-GLEAM_COVID,38,38,13.9,-17.7,eligible
35,New Mexico,USC-SI_kJalpha,37,38,13.9,-17.7,eligible
36,New York,Covid19Sim-Simulator,833,717,97.1,328.7,eligible
36,New York,CU-select,628,717,97.1,328.7,eligible
36,New York,GT-DeepCOVID,653,717,97.1,328.7,eligible
36,New York,IHME-CurveFit,590,717,97.1,328.7,eligible
36,New York,JHU_IDD-CovidSP,509,717,97.1,328.7,eligible
36,New York,JHUAPL-Bucky,673,717,97.1,328.7,eligible
36,New York,JHUAPL-Gecko,575,717,97.1,328.7,eligible
36,New York,Karlen-pypm,538,717,97.1,328.7,eligible
36,New York,LANL-GrowthRate,513,717,97.1,328.7,eligible
36,New York,MOBS-GLEAM_COVID,525,717,97.1,328.7,eligible
36,New York,USC-SI_kJalpha,637,717,97.1,328.7,eligible
37,North Carolina,CU-select,246,216,41,51.6,eligible
37,North Carolina,Google_Harvard-CPF,59,216,41,51.6,eligible
37,North Carolina,GT-DeepCOVID,207,216,41,51.6,eligible
37,North Carolina,IHME-CurveFit,138,216,41,51.6,eligible
37,North Carolina,JHU_IDD-CovidSP,251,216,41,51.6,eligible
37,North Carolina,JHUAPL-Bucky,278,216,41,51.6,eligible
37,North Carolina,JHUAPL-Gecko,128,216,41,51.6,eligible
37,North Carolina,Karlen-pypm,188,216,41,51.6,eligible
37,North Carolina,LANL-GrowthRate,123,216,41,51.6,eligible
37,North Carolina,MOBS-GLEAM_COVID,232,216,41,51.6,eligible
37,North Carolina,USC-SI_kJalpha,194,216,41,51.6,eligible
38,North Dakota,Covid19Sim-Simulator,4,11,3.8,-4.2,eligible
38,North Dakota,CU-select,4,11,3.8,-4.2,eligible
38,North Dakota,Google_Harvard-CPF,1,11,3.8,-4.2,eligible
38,North Dakota,GT-DeepCOVID,14,11,3.8,-4.2,eligible
38,North Dakota,IHME-CurveFit,2,11,3.8,-4.2,eligible
38,North Dakota,JHU_IDD-CovidSP,6,11,3.8,-4.2,eligible
38,North Dakota,JHUAPL-Bucky,4,11,3.8,-4.2,eligible
38,North Dakota,JHUAPL-Gecko,10,11,3.8,-4.2,eligible
38,North Dakota,Karlen-pypm,5,11,3.8,-4.2,eligible
38,North Dakota,LANL-GrowthRate,5,11,3.8,-4.2,eligible
