location,location_abbreviation,date,issue_date,reported_inc,imputed_inc,absolute_size,relative_size,reviewers_marked_outlier,num_reviewers_marked_outlier,comments_reviewer1,comments_reviewer2
30,MT,2021-04-10,2021-05-30,58,29,29,1,ELR,1,,
30,MT,2021-04-10,2021-06-06,58,29,29,1,APG;MWZ,2,,
31,NE,2021-04-17,2021-04-18,-7,39,46,1.179487179,ELR,1,,
31,NE,2021-04-17,2021-04-25,-7,39,46,1.179487179,ELR,1,,
31,NE,2021-04-17,2021-05-02,-7,39,46,1.179487179,ELR,1,,
31,NE,2021-04-17,2021-05-09,-7,39,46,1.179487179,APG;MWZ,2,,
31,NE,2021-04-17,2021-05-16,-7,39,46,1.179487179,ELR,1,,
31,NE,2021-04-17,2021-05-23,-7,39,46,1.179487179,ELR,1,,
31,NE,2021-04-17,2021-05-30,-7,39,46,1.179487179,ELR,1,,
31,NE,2021-04-17,2021-06-06,-7,39,46,1.179487179,APG;MWZ,2,,
31,NE,2021-05-22,2021-05-23,-38,34,72,2.117647059,ELR,1,,
31,NE,2021-05-22,2021-05-30,-38,34,72,2.117647059,ELR,1,,
31,NE,2021-05-22,2021-06-06,-38,34,72,2.117647059,APG;MWZ,2,,
34,NJ,2020-06-27,2020-06-28,2024,303,1721,5.679867987,MWZ;ELR,2,,
34,NJ,2020-06-27,2020-07-05,2024,303,1721,5.679867987,MWZ;ELR,2,,
34,NJ,2020-06-27,2020-07-12,2024,303,1721,5.679867987,MWZ;ELR,2,,
34,NJ,2020-06-27,2020-07-19,2024,303,1721,5.679867987,MWZ;ELR,2,,
34,NJ,2020-06-27,2020-07-26,2024,303,1721,5.679867987,MWZ;ELR,2,,
34,NJ,2020-08-29,2020-08-30,,,,,,,,
34,NJ,2020-08-29,2020-09-06,,,,,,,,
34,NJ,2020-08-29,2020-09-13,,,,,,,,
34,NJ,2020-08-29,2020-09-20,,,,,,,,
34,NJ,2020-08-29,2020-09-27,,,,,,,,
34,NJ,2020-08-29,2020-10-04,,,,,,,,
34,NJ,2020-08-29,2020-10-11,,,,,,,,
34,NJ,2020-08-29,2020-10-18,,,,,,,,
34,NJ,2020-08-29,2020-10-25,,,,,,,,
34,NJ,2020-08-29,2020-11-01,,,,,,,,
34,NJ,2020-08-29,2020-11-08,,,,,,,,
34,NJ,2020-08-29,2020-11-15,,,,,,,,
34,NJ,2020-08-29,2020-11-22,,,,,,,,
34,NJ,2020-08-29,2020-11-29,,,,,,,,
34,NJ,2020-08-29,2020-12-06,,,,,,,,
34,NJ,2020-08-29,2020-12-13,,,,,,,,
34,NJ,2020-08-29,2020-12-20,,,,,,,,
34,NJ,2020-08-29,2020-12-27,,,,,,,,
34,NJ,2020-08-29,2021-01-03,,,,,,,,
34,NJ,2020-08-29,2021-01-10,,,,,,,,
34,NJ,2020-08-29,2021-01-17,,,,,,,,
34,NJ,2020-08-29,2021-01-24,,,,,,,,
34,NJ,2020-08-29,2021-01-31,,,,,,,,
34,NJ,2020-08-29,2021-02-07,,,,,,,,
34,NJ,2020-08-29,2021-02-14,,,,,,,,
34,NJ,2020-08-29,2021-02-21,,,,,,,,
34,NJ,2020-08-29,2021-02-28,,,,,,,,
34,NJ,2020-08-29,2021-03-07,,,,,,,,
34,NJ,2020-08-29,2021-03-14,,,,,,,,
34,NJ,2020-08-29,2021-03-21,,,,,,,,
34,NJ,2020-08-29,2021-03-28,,,,,,,,
34,NJ,2020-08-29,2021-04-04,,,,,,,,
34,NJ,2020-08-29,2021-04-11,,,,,,,,
34,NJ,2020-08-29,2021-04-18,,,,,,,,
34,NJ,2020-08-29,2021-04-25,,,,,,,,
34,NJ,2020-08-29,2021-05-02,,,,,,,,
34,NJ,2020-08-29,2021-05-09,,,,,,,,
34,NJ,2020-08-29,2021-05-16,,,,,,,,
34,NJ,2020-08-29,2021-05-23,,,,,,,,
34,NJ,2020-08-29,2021-05-30,-10,33,43,1.303030303,ELR;EYC,2,,
34,NJ,2020-08-29,2021-06-06,-10,33,43,1.303030303,APG;MWZ,2,,
35,NM,2020-12-26,2020-12-27,,,,,,,,
35,NM,2020-12-26,2021-01-03,,,,,,,,
35,NM,2020-12-26,2021-01-10,,,,,,,,
35,NM,2020-12-26,2021-01-17,,,,,,,,
35,NM,2020-12-26,2021-01-24,,,,,,,,
35,NM,2020-12-26,2021-01-31,,,,,,,,
35,NM,2020-12-26,2021-02-07,,,,,,,,
35,NM,2020-12-26,2021-02-14,,,,,,,,
35,NM,2020-12-26,2021-02-21,,,,,,,,
35,NM,2020-12-26,2021-02-28,,,,,,,,
35,NM,2020-12-26,2021-03-07,,,,,,,,
35,NM,2020-12-26,2021-03-14,,,,,,,,
35,NM,2020-12-26,2021-03-21,,,,,,,,
35,NM,2020-12-26,2021-03-28,,,,,,,,
35,NM,2020-12-26,2021-04-04,,,,,,,,
35,NM,2020-12-26,2021-04-11,,,,,,,,
35,NM,2020-12-26,2021-04-18,,,,,,,,
35,NM,2020-12-26,2021-04-25,,,,,,,,
35,NM,2020-12-26,2021-05-02,,,,,,,,
35,NM,2020-12-26,2021-05-09,,,,,,,,
35,NM,2020-12-26,2021-05-16,,,,,,,,
35,NM,2020-12-26,2021-05-23,,,,,,,,
35,NM,2020-12-26,2021-05-30,,,,,,,,
35,NM,2020-12-26,2021-06-06,,,,,,,,
35,NM,2021-05-29,2021-05-30,132,18,114,6.333333333,ELR;EYC,2,,
35,NM,2021-05-29,2021-06-06,132,18,114,6.333333333,APG,1,,
39,OH,2020-09-05,2020-09-06,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-09-13,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-09-20,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-09-27,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-10-04,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-10-11,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-10-18,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-10-25,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-11-01,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-11-08,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-11-15,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-11-22,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2020-09-05,2020-11-29,4,277,273,0.9855595668,MWZ;ELR,2,,
39,OH,2021-02-13,2021-02-14,4688,531,4157,7.828625235,MWZ;ELR,2,,
39,OH,2021-02-27,2021-02-28,488,36,452,12.55555556,ELR,1,,
39,OH,2021-03-20,2021-03-21,468,7,461,65.85714286,MWZ;ELR,2,,
39,OH,2021-03-27,2021-03-28,185,5,180,36,ELR,1,,
39,OH,2021-04-10,2021-04-11,86,6,80,13.33333333,ELR,1,,
39,OH,2021-04-17,2021-04-18,74,15,59,3.933333333,ELR,1,,
39,OH,2021-04-24,2021-04-25,89,5,84,16.8,ELR,1,,
39,OH,2021-05-01,2021-05-02,96,15,81,5.4,ELR,1,,
39,OH,2021-05-08,2021-05-09,144,8,136,17,ELR,1,,
39,OH,2021-05-15,2021-05-16,96,15,81,5.4,ELR,1,,
39,OH,2021-05-22,2021-05-23,144,8,136,17,ELR,1,,
39,OH,2021-05-29,2021-05-30,152,5,147,29.4,ELR,1,,
39,OH,2021-06-05,2021-06-06,,,,,,,,
40,OK,2021-04-10,2021-04-11,1716,103,1613,15.66019417,MWZ;ELR,2,,
40,OK,2021-04-10,2021-04-18,1716,103,1613,15.66019417,MWZ;ELR,2,,
40,OK,2021-04-10,2021-04-25,1716,103,1613,15.66019417,MWZ;ELR,2,,
40,OK,2021-04-10,2021-05-02,1716,103,1613,15.66019417,MWZ;ELR,2,,
40,OK,2021-04-10,2021-05-09,1716,103,1613,15.66019417,MWZ;ELR,2,,
40,OK,2021-04-10,2021-05-16,1716,103,1613,15.66019417,MWZ;ELR,2,,
40,OK,2021-04-10,2021-05-23,1716,103,1613,15.66019417,MWZ;ELR,2,,
40,OK,2021-04-10,2021-05-30,1716,103,1613,15.66019417,ELR;EYC,2,,
40,OK,2021-04-10,2021-06-06,1716,103,1613,15.66019417,APG;MWZ,2,,
40,OK,2021-05-29,2021-05-30,373,40,333,8.325,ELR;EYC,2,,
40,OK,2021-05-29,2021-06-06,373,40,333,8.325,APG;MWZ,2,,
48,TX,2021-02-20,2021-02-21,,,,,,,,
48,TX,2021-02-20,2021-02-28,,,,,,,,
48,TX,2021-02-20,2021-03-07,,,,,,,,
48,TX,2021-02-20,2021-03-14,,,,,,,,
48,TX,2021-02-20,2021-03-21,,,,,,,,
48,TX,2021-02-20,2021-03-28,,,,,,,,
48,TX,2021-02-20,2021-04-04,,,,,,,,
48,TX,2021-02-20,2021-04-11,,,,,,,,
48,TX,2021-02-20,2021-04-18,,,,,,,,
48,TX,2021-02-20,2021-04-25,,,,,,,,
48,TX,2021-02-20,2021-05-02,,,,,,,,
48,TX,2021-02-20,2021-05-09,,,,,,,,
48,TX,2021-02-20,2021-05-16,,,,,,,,
48,TX,2021-02-20,2021-05-23,,,,,,,,
48,TX,2021-02-20,2021-05-30,892,1967,1075,0.5465175394,EYC,1,,
48,TX,2021-02-20,2021-06-06,892,1967,1075,0.5465175394,APG;MWZ,2,,
US,US,2020-06-27,2020-06-28,5819,4284,1535,0.3583099907,MWZ,1,,
US,US,2020-06-27,2020-07-05,5771,4265,1506,0.3531066823,MWZ,1,,
US,US,2020-06-27,2020-07-12,5771,4265,1506,0.3531066823,MWZ,1,,
US,US,2020-06-27,2020-07-19,5771,4265,1506,0.3531066823,MWZ,1,,
US,US,2020-06-27,2020-07-26,5771,4265,1506,0.3531066823,MWZ,1,,
US,US,2021-02-13,2021-02-14,22043,21250,793,0.03731764706,ELR,1,,
49,UT,2020-12-26,2020-12-27,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-01-03,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-01-10,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-01-17,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-01-24,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
49,UT,2020-12-26,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-01-03,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-01-10,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-01-17,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-01-24,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-01-02,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
49,UT,2021-02-27,2021-02-28,87,52,35,0.6730769231,MWZ,1,,
49,UT,2021-02-27,2021-03-07,87,52,35,0.6730769231,MWZ,1,,
49,UT,2021-02-27,2021-03-14,87,52,35,0.6730769231,MWZ,1,,
49,UT,2021-02-27,2021-03-21,87,52,35,0.6730769231,MWZ,1,,
49,UT,2021-02-27,2021-03-28,87,52,35,0.6730769231,MWZ,1,,
49,UT,2021-02-27,2021-04-04,87,52,35,0.6730769231,MWZ;ELR,2,,
49,UT,2021-02-27,2021-04-11,87,52,35,0.6730769231,MWZ;ELR,2,,
49,UT,2021-02-27,2021-04-18,87,52,35,0.6730769231,MWZ;ELR,2,,
49,UT,2021-02-27,2021-04-25,87,52,35,0.6730769231,MWZ;ELR,2,,
49,UT,2021-02-27,2021-05-02,87,52,35,0.6730769231,MWZ;ELR,2,,
49,UT,2021-02-27,2021-05-09,87,52,35,0.6730769231,MWZ;ELR,2,,
49,UT,2021-02-27,2021-05-16,87,52,35,0.6730769231,MWZ;ELR,2,,
49,UT,2021-02-27,2021-05-23,87,52,35,0.6730769231,MWZ;ELR,2,,
49,UT,2021-02-27,2021-05-30,87,52,35,0.6730769231,EYC,1,,
49,UT,2021-02-27,2021-06-06,87,52,35,0.6730769231,APG;MWZ,2,,
51,VA,2021-02-27,2021-02-28,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-03-07,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-03-14,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-03-21,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-03-28,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-04-04,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-04-11,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-04-18,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-04-25,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-05-02,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-05-09,1185,201,984,4.895522388,MWZ;ELR,2,,
51,VA,2021-02-27,2021-05-16,1185,201,984,4.895522388,ELR,1,,
51,VA,2021-02-27,2021-05-23,1185,201,984,4.895522388,ELR,1,,
51,VA,2021-02-27,2021-05-30,1185,201,984,4.895522388,ELR;EYC,2,,
51,VA,2021-02-27,2021-06-06,1185,201,984,4.895522388,APG;MWZ,2,,
51,VA,2021-03-06,2021-03-07,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-03-14,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-03-21,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-03-28,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-04-04,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-04-11,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-04-18,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-04-25,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-05-02,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-05-09,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-05-16,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-05-23,1137,201,936,4.656716418,MWZ;ELR,2,,
51,VA,2021-03-06,2021-05-30,1137,201,936,4.656716418,ELR;EYC,2,,
51,VA,2021-03-06,2021-06-06,1137,201,936,4.656716418,APG;MWZ,2,,
51,VA,2021-03-13,2021-03-14,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-03-21,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-03-28,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-04-04,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-04-11,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-04-18,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-04-25,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-05-02,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-05-09,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-05-16,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-05-23,466,201,265,1.31840796,ELR,1,,
51,VA,2021-03-13,2021-05-30,466,201,265,1.31840796,ELR;EYC,2,,
51,VA,2021-03-13,2021-06-06,466,201,265,1.31840796,APG;MWZ,2,,
53,WA,2020-12-26,2020-12-27,,,,,,,,
53,WA,2020-12-26,2021-01-03,,,,,,,,
53,WA,2020-12-26,2021-01-10,,,,,,,,
53,WA,2020-12-26,2021-01-17,,,,,,,,
53,WA,2020-12-26,2021-01-24,,,,,,,,
53,WA,2020-12-26,2021-01-31,,,,,,,,
53,WA,2020-12-26,2021-02-07,,,,,,,,
53,WA,2020-12-26,2021-02-14,,,,,,,,
53,WA,2020-12-26,2021-02-21,,,,,,,,
53,WA,2020-12-26,2021-02-28,,,,,,,,
53,WA,2020-12-26,2021-03-07,,,,,,,,
53,WA,2020-12-26,2021-03-14,,,,,,,,
53,WA,2020-12-26,2021-03-21,,,,,,,,
53,WA,2020-12-26,2021-03-28,,,,,,,,
53,WA,2020-12-26,2021-04-04,,,,,,,,
53,WA,2020-12-26,2021-04-11,,,,,,,,
53,WA,2020-12-26,2021-04-18,,,,,,,,
53,WA,2020-12-26,2021-04-25,,,,,,,,
53,WA,2020-12-26,2021-05-02,,,,,,,,
53,WA,2020-12-26,2021-05-09,,,,,,,,
53,WA,2020-12-26,2021-05-16,,,,,,,,
53,WA,2020-12-26,2021-05-23,,,,,,,,
53,WA,2020-12-26,2021-05-30,80,163,83,0.509202454,EYC,1,,
53,WA,2020-12-26,2021-06-06,80,163,83,0.509202454,APG;MWZ,2,,
54,WV,2021-03-13,2021-03-14,196,26,170,6.538461538,MWZ;ELR,2,,
54,WV,2021-03-13,2021-03-21,196,26,170,6.538461538,MWZ;ELR,2,,
54,WV,2021-03-13,2021-03-28,196,26,170,6.538461538,MWZ;ELR,2,,
54,WV,2021-03-13,2021-04-04,196,26,170,6.538461538,MWZ;ELR,2,,
54,WV,2021-03-13,2021-04-11,196,26,170,6.538461538,MWZ;ELR,2,,
54,WV,2021-03-13,2021-04-18,196,26,170,6.538461538,MWZ;ELR,2,,
54,WV,2021-03-13,2021-04-25,196,26,170,6.538461538,MWZ;ELR,2,,
54,WV,2021-03-13,2021-05-02,196,26,170,6.538461538,MWZ;ELR,2,,
54,WV,2021-03-13,2021-05-09,196,26,170,6.538461538,MWZ;ELR,2,,
54,WV,2021-03-13,2021-05-16,196,26,170,6.538461538,MWZ,1,,
54,WV,2021-03-13,2021-05-23,196,26,170,6.538461538,MWZ,1,,
54,WV,2021-03-13,2021-05-30,196,26,170,6.538461538,ELR;EYC,2,,
54,WV,2021-03-13,2021-06-06,196,26,170,6.538461538,APG;MWZ,2,,
54,WV,2021-05-01,2021-05-02,-138,37,175,4.72972973,MWZ;ELR,2,below 0,
54,WV,2021-05-01,2021-05-09,-138,37,175,4.72972973,MWZ;ELR,2,below 0,
54,WV,2021-05-01,2021-05-16,-138,37,175,4.72972973,MWZ;ELR,2,below 0,
54,WV,2021-05-01,2021-05-23,-138,37,175,4.72972973,MWZ;ELR,2,below 0,
54,WV,2021-05-01,2021-05-30,-138,37,175,4.72972973,ELR;EYC,2,,
54,WV,2021-05-01,2021-06-06,-138,37,175,4.72972973,APG;MWZ,2,,
56,WY,2020-12-19,2020-12-20,,,,,,,,
56,WY,2020-12-19,2020-12-27,,,,,,,,
56,WY,2020-12-19,2021-01-03,,,,,,,,
56,WY,2020-12-19,2021-01-10,,,,,,,,
56,WY,2020-12-19,2021-01-17,,,,,,,,
56,WY,2020-12-19,2021-01-24,,,,,,,,
56,WY,2020-12-19,2021-01-31,,,,,,,,
56,WY,2020-12-19,2021-02-07,,,,,,,,
56,WY,2020-12-19,2021-02-14,,,,,,,,
56,WY,2020-12-19,2021-02-21,,,,,,,,
56,WY,2020-12-19,2021-02-28,,,,,,,,
56,WY,2020-12-19,2021-03-07,,,,,,,,
56,WY,2020-12-19,2021-03-14,,,,,,,,
56,WY,2020-12-19,2021-03-21,,,,,,,,
56,WY,2020-12-19,2021-03-28,,,,,,,,
56,WY,2020-12-19,2021-04-04,,,,,,,,
56,WY,2020-12-19,2021-04-11,,,,,,,,
56,WY,2020-12-19,2021-04-18,,,,,,,,
56,WY,2020-12-19,2021-04-25,,,,,,,,
56,WY,2020-12-19,2021-05-02,,,,,,,,
56,WY,2020-12-19,2021-05-09,,,,,,,,
56,WY,2020-12-19,2021-05-16,,,,,,,,
56,WY,2020-12-19,2021-05-23,,,,,,,,
56,WY,2020-12-19,2021-05-30,,,,,,,,
56,WY,2020-12-19,2021-06-06,30,55,25,0.4545454545,APG,1,,
56,WY,2020-12-26,2020-12-27,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-01-03,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-01-10,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-01-17,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-01-24,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-01-31,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-02-07,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-02-14,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-02-21,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-02-28,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-03-07,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-03-14,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-03-21,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-03-28,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-04-04,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-04-11,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-04-18,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-04-25,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-05-02,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-05-09,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-05-16,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-05-23,22,30,8,0.2666666667,MWZ,1,,
56,WY,2020-12-26,2021-05-30,22,30,8,0.2666666667,EYC,1,,
56,WY,2020-12-26,2021-06-06,22,55,33,0.6,APG;MWZ,2,,
